quote_id,scrape_timestamp,data_type,source_name,origin,destination,route,route_weight,travel_date,advance_purchase_days,booking_window,airline,flight_number,departure_time,arrival_time,duration_minutes,stops,fare_class,base_fare_inr,taxes_inr,user_development_fee_inr,convenience_fee_inr,total_fare_inr,currency,availability,status,outlier_flag,duplicate_flag,missing_value_flag,exclusion_flag,collection_method,notes
APIX-006723,2026-06-27 13:35:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,BOM,DEL-BOM,0.24,2026-08-11,45,T+45,IndiGo,6E-5709,07:15,09:16,121,0,Economy,15000,2619.37,150,99.0,17868.37,INR,23,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006724,2026-08-27 01:55:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BLR,DEL-BLR,0.19,2026-09-11,15,T+15,Akasa Air,QP-4292,09:50,12:42,172,0,Economy,15000,2295.18,200,0.0,17495.18,INR,30,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006725,2026-09-01 03:20:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,CCU,DEL-CCU,0.14,2026-09-08,7,T+7,Air India Express,IX-6697,09:00,11:44,164,0,Economy,15000,2718.23,0,99.0,17817.23,INR,9,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006726,2026-07-08 10:03:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,BLR,DEL-BLR,0.19,2026-08-07,30,T+30,Air India Express,IX-270,17:45,20:25,160,0,Economy,15000,2604.1,0,149.0,17753.1,INR,23,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006727,2026-08-15 15:40:00,synthetic_prototype,Prototype_Airline_Feed,DEL,CCU,DEL-CCU,0.14,2026-08-16,1,T+1,Air India,AI-4456,06:25,08:54,149,1,Economy,15000,2578.68,0,149.0,17727.68,INR,10,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006728,2026-08-10 02:17:00,synthetic_prototype,Prototype_OTA_Feed_A,BOM,BLR,BOM-BLR,0.17,2026-08-11,1,T+1,Akasa Air,QP-4601,14:55,17:54,179,0,Economy,15000,2336.99,0,99.0,17435.99,INR,3,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006729,2026-07-25 15:04:00,synthetic_prototype,Prototype_Airline_Feed,MAA,DEL,MAA-DEL,0.14,2026-08-01,7,T+7,SpiceJet,SG-4354,21:40,00:21,161,0,Economy,15000,1836.25,0,199.0,17035.25,INR,45,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006730,2026-06-19 19:30:00,synthetic_prototype,Prototype_OTA_Feed_A,BLR,HYD,BLR-HYD,0.12,2026-07-04,15,T+15,Air India Express,IX-3131,21:15,23:49,154,0,Economy,15000,1936.16,0,199.0,17135.16,INR,28,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006731,2026-07-10 19:27:00,synthetic_prototype,Prototype_Airline_Feed,MAA,DEL,MAA-DEL,0.14,2026-08-24,45,T+45,Akasa Air,QP-8931,11:00,14:05,185,0,Economy,15000,2472.01,0,199.0,17671.01,INR,61,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006732,2026-07-10 15:49:00,synthetic_prototype,Prototype_OTA_Feed_B,BLR,HYD,BLR-HYD,0.12,2026-08-24,45,T+45,Akasa Air,QP-8903,14:00,15:59,119,0,Economy,15000,2631.59,0,199.0,17830.59,INR,29,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006733,2026-06-20 00:09:00,synthetic_prototype,Prototype_OTA_Feed_A,BLR,HYD,BLR-HYD,0.12,2026-06-21,1,T+1,Air India Express,IX-326,08:25,10:26,121,0,Economy Flex,15000,2028.08,200,99.0,17327.08,INR,14,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006734,2026-09-04 08:36:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BOM,DEL-BOM,0.24,2026-10-04,30,T+30,Air India Express,IX-8498,18:15,20:03,108,0,Economy,15000,2702.01,200,199.0,18101.01,INR,67,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006735,2026-07-30 11:20:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,CCU,DEL-CCU,0.14,2026-08-06,7,T+7,IndiGo,6E-8259,14:50,17:57,187,1,Economy,15000,1926.97,0,99.0,17025.97,INR,40,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006736,2026-08-09 10:58:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BLR,DEL-BLR,0.19,2026-09-08,30,T+30,IndiGo,6E-9024,18:20,20:58,158,1,Economy Flex,15000,2219.91,0,149.0,17368.91,INR,84,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006737,2026-08-18 09:42:00,synthetic_prototype,Prototype_OTA_Feed_B,MAA,DEL,MAA-DEL,0.14,2026-09-17,30,T+30,Air India,AI-776,12:20,14:59,159,0,Economy,15000,2915.73,0,99.0,18014.73,INR,110,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006738,2026-06-30 02:12:00,synthetic_prototype,Prototype_OTA_Feed_A,BOM,BLR,BOM-BLR,0.17,2026-08-14,45,T+45,Air India Express,IX-3552,09:10,11:44,154,0,Economy Flex,15000,2371.29,100,0.0,17471.29,INR,53,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006739,2026-08-13 20:28:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BLR,DEL-BLR,0.19,2026-08-14,1,T+1,IndiGo,6E-4180,10:40,14:07,207,0,Economy,15000,2144.51,0,199.0,17343.51,INR,72,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006740,2026-08-17 19:08:00,synthetic_prototype,Prototype_Airline_Feed,BOM,BLR,BOM-BLR,0.17,2026-08-24,7,T+7,IndiGo,6E-892,19:50,22:20,150,0,Economy,15000,2868.68,0,199.0,18067.68,INR,0,Sold Out,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006741,2026-07-02 13:11:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BOM,DEL-BOM,0.24,2026-07-03,1,T+1,IndiGo,6E-6463,20:50,22:54,124,0,Economy Flex,15000,2694.93,0,149.0,17843.93,INR,41,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006742,2026-09-05 02:37:00,synthetic_prototype,Prototype_Airline_Feed,BOM,BLR,BOM-BLR,0.17,2026-09-20,15,T+15,Air India Express,IX-3128,19:50,22:41,171,0,Economy,15000,1817.96,150,0.0,16967.96,INR,26,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006743,2026-08-11 14:26:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,BOM,DEL-BOM,0.24,2026-08-26,15,T+15,Air India Express,IX-9165,07:20,09:16,116,0,Economy,15000,1920.12,100,149.0,17169.12,INR,13,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006744,2026-08-30 15:48:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,CCU,DEL-CCU,0.14,2026-09-06,7,T+7,Air India Express,IX-9294,19:05,21:49,164,0,Economy Flex,15000,1822.13,0,149.0,16971.13,INR,63,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006745,2026-07-26 06:49:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BLR,DEL-BLR,0.19,2026-08-02,7,T+7,SpiceJet,SG-1764,08:25,10:57,152,0,Economy,15000,2157.14,0,0.0,17157.14,INR,53,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006746,2026-08-22 01:43:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,BOM,DEL-BOM,0.24,2026-09-21,30,T+30,Air India,AI-4088,12:55,14:42,107,0,Economy,15000,1989.83,0,149.0,17138.83,INR,55,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006747,2026-08-11 11:27:00,synthetic_prototype,Prototype_Airline_Feed,MAA,DEL,MAA-DEL,0.14,2026-08-26,15,T+15,IndiGo,6E-7706,21:55,00:36,161,0,Economy,15000,2463.57,100,0.0,17563.57,INR,20,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006748,2026-06-15 07:58:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,BLR,DEL-BLR,0.19,2026-06-30,15,T+15,Air India Express,IX-3911,06:25,08:55,150,0,Economy,15000,2982.63,0,0.0,17982.63,INR,44,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006749,2026-09-10 09:05:00,synthetic_prototype,Prototype_Airline_Feed,MAA,DEL,MAA-DEL,0.14,2026-09-11,1,T+1,Air India Express,IX-9380,17:10,20:21,191,0,Economy,15000,2474.42,0,99.0,17573.42,INR,23,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006750,2026-08-28 07:36:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BLR,DEL-BLR,0.19,2026-10-12,45,T+45,Air India,AI-8103,15:45,19:15,210,0,Economy,15000,2271.83,150,0.0,17421.83,INR,45,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006751,2026-08-24 00:25:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BLR,DEL-BLR,0.19,2026-10-08,45,T+45,Akasa Air,QP-8674,07:40,10:25,165,0,Economy,15000,2889.89,0,0.0,17889.89,INR,4,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006752,2026-06-21 21:17:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BOM,DEL-BOM,0.24,2026-07-06,15,T+15,Akasa Air,QP-338,12:20,14:50,150,0,Economy,15000,1961.9,0,149.0,17110.9,INR,28,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006753,2026-07-11 18:53:00,synthetic_prototype,Prototype_Airline_Feed,BOM,BLR,BOM-BLR,0.17,2026-08-10,30,T+30,Akasa Air,QP-3022,20:05,22:43,158,0,Economy Flex,15000,2029.05,150,149.0,17328.05,INR,34,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006754,2026-07-17 03:26:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,CCU,DEL-CCU,0.14,2026-08-16,30,T+30,Air India Express,IX-861,16:40,18:55,135,0,Economy,15000,2428.1,0,99.0,17527.1,INR,48,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006755,2026-07-29 20:03:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,BOM,DEL-BOM,0.24,2026-08-28,30,T+30,SpiceJet,SG-1127,20:35,22:52,137,0,Economy,15000,2782.91,0,0.0,17782.91,INR,25,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006756,2026-09-01 00:04:00,synthetic_prototype,Prototype_Airline_Feed,DEL,CCU,DEL-CCU,0.14,2026-09-02,1,T+1,IndiGo,6E-8126,08:05,10:30,145,0,Economy,15000,2643.56,0,149.0,17792.56,INR,50,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006757,2026-07-28 03:26:00,synthetic_prototype,Prototype_OTA_Feed_A,BLR,HYD,BLR-HYD,0.12,2026-08-04,7,T+7,Akasa Air,QP-9387,20:55,22:58,123,0,Economy,15000,2683.92,0,199.0,17882.92,INR,80,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006758,2026-07-15 05:22:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,BOM,DEL-BOM,0.24,2026-07-16,1,T+1,IndiGo,6E-3456,12:55,14:43,108,0,Economy Flex,15000,1882.31,100,99.0,17081.31,INR,0,Sold Out,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006759,2026-09-03 07:50:00,synthetic_prototype,Prototype_Airline_Feed,BOM,BLR,BOM-BLR,0.17,2026-10-03,30,T+30,Air India,AI-8841,07:25,10:45,200,0,Economy,15000,2752.19,100,0.0,17852.19,INR,38,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006760,2026-07-15 11:04:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,BOM,DEL-BOM,0.24,2026-07-30,15,T+15,Air India,AI-606,11:05,13:10,125,0,Economy,15000,2155.62,150,149.0,17454.62,INR,34,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006761,2026-08-04 09:11:00,synthetic_prototype,Prototype_OTA_Feed_A,MAA,DEL,MAA-DEL,0.14,2026-09-18,45,T+45,SpiceJet,SG-8304,06:50,09:46,176,1,Economy,15000,2454.65,0,0.0,17454.65,INR,39,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006762,2026-06-24 19:18:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,CCU,DEL-CCU,0.14,2026-06-25,1,T+1,SpiceJet,SG-6225,16:45,19:42,177,0,Economy,15000,1982.92,0,99.0,17081.92,INR,53,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006763,2026-07-22 01:42:00,synthetic_prototype,Prototype_Airline_Feed,BOM,BLR,BOM-BLR,0.17,2026-07-29,7,T+7,Air India,AI-8207,16:25,19:00,155,0,Economy Flex,15000,2199.27,0,99.0,17298.27,INR,85,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006764,2026-07-07 06:35:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,BOM,DEL-BOM,0.24,2026-08-21,45,T+45,IndiGo,6E-3234,20:05,22:07,122,0,Economy,15000,2000.98,0,149.0,17149.98,INR,65,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006765,2026-07-16 06:21:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BOM,DEL-BOM,0.24,2026-07-23,7,T+7,Air India,AI-7574,05:30,07:21,111,1,Economy,15000,2383.76,0,0.0,17383.76,INR,61,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006766,2026-08-10 23:08:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,CCU,DEL-CCU,0.14,2026-08-17,7,T+7,Air India Express,IX-7896,09:30,11:58,148,0,Economy,15000,2517.82,200,149.0,17866.82,INR,68,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006767,2026-09-11 22:40:00,synthetic_prototype,Prototype_OTA_Feed_B,BOM,BLR,BOM-BLR,0.17,2026-10-26,45,T+45,IndiGo,6E-376,17:45,19:59,134,0,Economy,15000,2361.77,100,149.0,17610.77,INR,66,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006768,2026-08-13 20:19:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BOM,DEL-BOM,0.24,2026-08-20,7,T+7,SpiceJet,SG-7353,20:55,23:20,145,0,Economy,15000,2062.56,0,0.0,17062.56,INR,30,Available,False,True,False,True,prototype_generated,Synthetic duplicate-like record for cleaning pipeline testing
APIX-006769,2026-06-16 07:15:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BLR,DEL-BLR,0.19,2026-07-16,30,T+30,SpiceJet,SG-1467,10:50,13:08,138,0,Economy,15000,2041.72,150,149.0,17340.72,INR,0,Sold Out,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006770,2026-09-07 13:23:00,synthetic_prototype,Prototype_Airline_Feed,BOM,BLR,BOM-BLR,0.17,2026-09-14,7,T+7,Akasa Air,QP-8164,19:00,22:10,190,0,Economy,15000,2267.77,0,99.0,17366.77,INR,38,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006771,2026-07-02 10:00:00,synthetic_prototype,Prototype_OTA_Feed_A,BLR,HYD,BLR-HYD,0.12,2026-08-01,30,T+30,Akasa Air,QP-905,11:10,13:33,143,0,Economy,15000,2196.13,100,149.0,17445.13,INR,55,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006772,2026-07-06 16:47:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BOM,DEL-BOM,0.24,2026-08-05,30,T+30,SpiceJet,SG-7936,09:50,11:31,101,0,Economy,15000,2872.86,0,99.0,17971.86,INR,78,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006773,2026-07-15 05:25:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BLR,DEL-BLR,0.19,2026-07-22,7,T+7,Air India,AI-901,17:25,20:31,186,0,Economy,15000,2350.58,0,99.0,17449.58,INR,0,Sold Out,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006774,2026-07-18 00:25:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,CCU,DEL-CCU,0.14,2026-07-19,1,T+1,IndiGo,6E-3729,05:55,08:47,172,0,Economy,15000,2503.6,200,0.0,17703.6,INR,14,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006775,2026-08-26 03:24:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BLR,DEL-BLR,0.19,2026-09-02,7,T+7,Air India Express,IX-2919,05:30,08:20,170,0,Economy,15000,2552.96,0,99.0,17651.96,INR,34,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006776,2026-08-20 10:49:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,BOM,DEL-BOM,0.24,2026-09-19,30,T+30,Akasa Air,QP-5628,16:45,19:14,149,0,Economy,15000,2252.11,0,199.0,17451.11,INR,54,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006777,2026-08-08 06:41:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BLR,DEL-BLR,0.19,2026-09-07,30,T+30,Air India,AI-7050,20:20,23:07,167,0,Economy,15000,2911.75,0,99.0,18010.75,INR,47,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006778,2026-08-16 16:57:00,synthetic_prototype,Prototype_OTA_Feed_A,BOM,BLR,BOM-BLR,0.17,2026-09-30,45,T+45,Air India,AI-6492,05:25,07:46,141,0,Economy,15000,2746.51,200,199.0,18145.51,INR,28,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006779,2026-08-26 02:33:00,synthetic_prototype,Prototype_OTA_Feed_A,MAA,DEL,MAA-DEL,0.14,2026-09-02,7,T+7,SpiceJet,SG-8735,08:50,11:37,167,0,Economy,15000,1951.63,0,149.0,17100.63,INR,53,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006780,2026-08-24 12:57:00,synthetic_prototype,Prototype_OTA_Feed_A,BLR,HYD,BLR-HYD,0.12,2026-09-08,15,T+15,Air India,AI-763,18:05,19:38,93,0,Economy,15000,2445.48,0,199.0,17644.48,INR,51,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006781,2026-08-22 15:35:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,BOM,DEL-BOM,0.24,2026-09-06,15,T+15,SpiceJet,SG-6197,21:40,23:54,134,0,Economy,15000,2649.24,0,99.0,17748.24,INR,58,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006782,2026-07-17 07:16:00,synthetic_prototype,Prototype_OTA_Feed_B,BLR,HYD,BLR-HYD,0.12,2026-07-18,1,T+1,SpiceJet,SG-2528,10:45,12:25,100,1,Economy,15000,2489.18,100,199.0,17788.18,INR,47,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006783,2026-07-04 18:27:00,synthetic_prototype,Prototype_OTA_Feed_A,BOM,BLR,BOM-BLR,0.17,2026-08-18,45,T+45,Air India Express,IX-2560,16:05,18:36,151,0,Economy,15000,2747.55,0,149.0,17896.55,INR,52,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006784,2026-08-26 10:01:00,synthetic_prototype,Prototype_Airline_Feed,MAA,DEL,MAA-DEL,0.14,2026-09-10,15,T+15,Akasa Air,QP-2492,19:20,21:45,145,1,Economy Flex,15000,2759.98,0,0.0,17759.98,INR,30,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006785,2026-06-16 15:11:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,CCU,DEL-CCU,0.14,2026-06-23,7,T+7,Air India Express,IX-2782,19:10,21:53,163,0,Economy,15000,2964.08,0,199.0,18163.08,INR,45,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006786,2026-09-10 01:21:00,synthetic_prototype,Prototype_OTA_Feed_A,MAA,DEL,MAA-DEL,0.14,2026-10-10,30,T+30,Air India,AI-8567,18:15,21:19,184,0,Economy,15000,2425.7,0,99.0,17524.7,INR,6,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006787,2026-09-04 19:05:00,synthetic_prototype,Prototype_Airline_Feed,BLR,HYD,BLR-HYD,0.12,2026-09-19,15,T+15,Akasa Air,QP-4862,10:00,12:17,137,0,Economy,15000,2035.84,200,99.0,17334.84,INR,29,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006788,2026-06-30 21:18:00,synthetic_prototype,Prototype_Airline_Feed,MAA,DEL,MAA-DEL,0.14,2026-07-15,15,T+15,SpiceJet,SG-1286,08:35,11:13,158,0,Economy Flex,15000,2401.75,0,149.0,17550.75,INR,46,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006789,2026-08-07 04:26:00,synthetic_prototype,Prototype_OTA_Feed_A,BLR,HYD,BLR-HYD,0.12,2026-08-14,7,T+7,Air India Express,IX-7755,11:10,12:58,108,0,Economy,15000,2727.84,100,0.0,17827.84,INR,41,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006790,2026-06-14 01:20:00,synthetic_prototype,Prototype_OTA_Feed_B,BOM,BLR,BOM-BLR,0.17,2026-07-14,30,T+30,SpiceJet,SG-8697,16:45,19:47,182,1,Economy,15000,2304.76,200,99.0,17603.76,INR,35,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006791,2026-08-22 17:26:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BOM,DEL-BOM,0.24,2026-10-06,45,T+45,Akasa Air,QP-5961,13:40,15:39,119,0,Economy Flex,15000,2743.53,0,149.0,17892.53,INR,49,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006792,2026-06-19 20:34:00,synthetic_prototype,Prototype_OTA_Feed_B,BLR,HYD,BLR-HYD,0.12,2026-07-04,15,T+15,Akasa Air,QP-3564,10:55,12:46,111,0,Economy,15000,1993.1,150,149.0,17292.1,INR,24,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006793,2026-07-25 15:43:00,synthetic_prototype,Prototype_Airline_Feed,DEL,CCU,DEL-CCU,0.14,2026-09-08,45,T+45,Akasa Air,QP-2044,20:20,23:28,188,0,Economy Flex,15000,2575.92,0,0.0,17575.92,INR,12,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006794,2026-06-19 22:04:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,CCU,DEL-CCU,0.14,2026-06-20,1,T+1,Air India,AI-8998,14:50,17:20,150,0,Economy,15000,2972.41,200,0.0,18172.41,INR,53,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006795,2026-07-30 00:59:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BLR,DEL-BLR,0.19,2026-08-14,15,T+15,SpiceJet,SG-1442,12:30,15:06,156,0,Economy,15000,2267.33,0,199.0,17466.33,INR,50,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006796,2026-08-14 18:31:00,synthetic_prototype,Prototype_OTA_Feed_A,MAA,DEL,MAA-DEL,0.14,2026-09-13,30,T+30,SpiceJet,SG-7510,08:05,10:46,161,0,Economy,15000,2548.56,0,149.0,17697.56,INR,47,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006797,2026-09-05 07:20:00,synthetic_prototype,Prototype_OTA_Feed_B,MAA,DEL,MAA-DEL,0.14,2026-09-12,7,T+7,Akasa Air,QP-2685,14:40,17:29,169,0,Economy,15000,2231.23,150,149.0,17530.23,INR,21,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006798,2026-07-14 07:59:00,synthetic_prototype,Prototype_Airline_Feed,BOM,BLR,BOM-BLR,0.17,2026-07-29,15,T+15,IndiGo,6E-248,14:05,17:11,186,0,Economy,15000,1895.51,0,99.0,16994.51,INR,15,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006799,2026-07-07 06:05:00,synthetic_prototype,Prototype_OTA_Feed_B,BOM,BLR,BOM-BLR,0.17,2026-07-22,15,T+15,IndiGo,6E-4548,06:10,08:36,146,0,Economy,15000,2596.03,150,199.0,17945.03,INR,0,Sold Out,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006800,2026-07-25 04:04:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BLR,DEL-BLR,0.19,2026-07-26,1,T+1,IndiGo,6E-1950,05:55,08:29,154,0,Economy,15000,2877.57,0,99.0,17976.57,INR,44,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006801,2026-08-16 17:12:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BOM,DEL-BOM,0.24,2026-08-23,7,T+7,IndiGo,6E-4727,16:20,18:27,127,0,Economy,15000,2420.41,0,99.0,17519.41,INR,82,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006802,2026-08-31 21:03:00,synthetic_prototype,Prototype_Airline_Feed,DEL,CCU,DEL-CCU,0.14,2026-09-01,1,T+1,Akasa Air,QP-278,17:30,20:13,163,0,Economy,15000,2360.61,0,199.0,17559.61,INR,28,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-006803,2026-07-13 12:01:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,CCU,DEL-CCU,0.14,2026-07-28,15,T+15,SpiceJet,SG-7096,13:35,16:18,163,0,Economy,15000,2951.07,0,99.0,18050.07,INR,76,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
